date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:46	33258/33258	---MCZ	200	added ('OK')	text/html	etag:%221b79ac1dfe2e6d3d4ba635e7d995f4b6-ssl-df%22	https://nutrition-theme.netlify.app/vegan-nutrition	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/vegan-nutrition.html	(from https://nutrition-theme.netlify.app/)
11:21:47	32907/32907	---MCZ	200	added ('OK')	text/html	etag:%226e874ec28c9929fcaf42f40f73280ed5-ssl-df%22	https://nutrition-theme.netlify.app/detox-program	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/detox-program.html	(from https://nutrition-theme.netlify.app/)
11:21:47	33158/33158	---MCZ	200	added ('OK')	text/html	etag:%22f96d5e295650439a4751ae38cc09e3e1-ssl-df%22	https://nutrition-theme.netlify.app/meal-planning	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/meal-planning.html	(from https://nutrition-theme.netlify.app/)
11:21:48	20448/20448	---MCZ	200	added ('OK')	text/html	etag:%220a0a8554d70daf65b7c0b0db532791ab-ssl-df%22	https://nutrition-theme.netlify.app/blog-detail	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/blog-detail.html	(from https://nutrition-theme.netlify.app/)
11:21:48	18143/18143	---MCZ	200	added ('OK')	text/html	etag:%22d892a76e4500d3a4d343393ab663f6f9-ssl-df%22	https://nutrition-theme.netlify.app/blog	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/blog.html	(from https://nutrition-theme.netlify.app/)
11:21:49	14930/14930	---MCZ	200	added ('OK')	text/html	etag:%2278a485490b901e257e4e5929d610fe89-ssl-df%22	https://nutrition-theme.netlify.app/privacy-policy	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/privacy-policy.html	(from https://nutrition-theme.netlify.app/)
11:21:49	16107/16107	---MCZ	200	added ('OK')	text/html	etag:%22faed004116556eb9d0417989d61d9588-ssl-df%22	https://nutrition-theme.netlify.app/terms-and-conditions	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/terms-and-conditions.html	(from https://nutrition-theme.netlify.app/)
11:21:50	17557/17557	---MCZ	200	added ('OK')	text/html	etag:%22f29521c6d84f7a4c8d6d7815d5f53531-ssl-df%22	https://nutrition-theme.netlify.app/faq	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/faq.html	(from https://nutrition-theme.netlify.app/)
11:21:50	80663/80663	---MCZ	200	added ('OK')	application/javascript	etag:%2269a061496e0b82555f7e24d56b2d7508-ssl-df%22	https://nutrition-theme.netlify.app/assets/js/bootstrap.bundle.min.js	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/js/bootstrap.bundle.min.js	(from https://nutrition-theme.netlify.app/)
11:21:50	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22d98c3ad92502e1c88d63e500c1159df9-ssl-df%22	https://nutrition-theme.netlify.app/assets/js/aos.js	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/js/aos.js	(from https://nutrition-theme.netlify.app/)
11:21:51	154597/154597	---MCZ	200	added ('OK')	application/javascript	etag:%22a468957e16e2b19fceb06fca6a1a2dad-ssl-df%22	https://nutrition-theme.netlify.app/assets/js/swiper-bundle.min.js	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/js/swiper-bundle.min.js	(from https://nutrition-theme.netlify.app/)
11:21:51	4206/4206	---M-Z	200	added ('OK')	application/javascript	etag:%229bac992c46e6ea8bf8dfc9191832cce7-ssl-df%22	https://nutrition-theme.netlify.app/assets/js/script.js	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/js/script.js	(from https://nutrition-theme.netlify.app/)
11:21:53	674571/674571	---M--	200	added ('OK')	image/jpeg	etag:%22c6dbac2f26686329740a40bcf9ac24b3-ssl%22	https://nutrition-theme.netlify.app/assets/images/20120.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/20120.jpg	(from https://nutrition-theme.netlify.app/muscle-gain-program)
11:21:53	533662/533662	---M--	200	added ('OK')	image/jpeg	etag:%2218fe4ee3ecfe663bbca23a844cec0f59-ssl%22	https://nutrition-theme.netlify.app/assets/images/36590.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/36590.jpg	(from https://nutrition-theme.netlify.app/diet-plan)
11:21:54	1265617/1265617	---M--	200	added ('OK')	image/jpeg	etag:%22880dd4761e00f7340c1883c179b1600a-ssl%22	https://nutrition-theme.netlify.app/assets/images/2152003893.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/2152003893.jpg	(from https://nutrition-theme.netlify.app/vegan-nutrition)
11:21:54	374938/374938	---M--	200	added ('OK')	image/jpeg	etag:%2244a14a48643db4830dc90ef7672a211c-ssl%22	https://nutrition-theme.netlify.app/assets/images/29076.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/29076.jpg	(from https://nutrition-theme.netlify.app/detox-program)
11:21:55	555744/555744	---M--	200	added ('OK')	image/jpeg	etag:%2217e353b00da3c4136bce07454959f640-ssl%22	https://nutrition-theme.netlify.app/assets/images/35728.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/35728.jpg	(from https://nutrition-theme.netlify.app/detox-program)
11:21:55	1343472/1343472	---M--	200	added ('OK')	image/jpeg	etag:%2276c24d4e4b2e4245ab269f32647b6d1d-ssl%22	https://nutrition-theme.netlify.app/assets/images/6385.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/6385.jpg	(from https://nutrition-theme.netlify.app/detox-program)
11:21:56	581820/581820	---M--	200	added ('OK')	image/jpeg	etag:%22bf01b25fa7ecba5871981a41b6462c8c-ssl%22	https://nutrition-theme.netlify.app/assets/images/2149092444.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/2149092444.jpg	(from https://nutrition-theme.netlify.app/meal-planning)
11:21:56	692596/692596	---M--	200	added ('OK')	image/jpeg	etag:%2230a1061e49e3125105e3ab49a83ee95e-ssl%22	https://nutrition-theme.netlify.app/assets/images/52933.jpg	C:/Users/super/OneDrive/Escritorio/heath/nutrition-theme.netlify.app/assets/images/52933.jpg	(from https://nutrition-theme.netlify.app/blog)
